drugbank_id,drug_name,relationship_type,target_name,gene_name,uniprot_id,action
DB00363,Clozapine,target,Muscarinic acetylcholine receptor M2,CHRM2,P08172,partial agonist
DB00363,Clozapine,target,Muscarinic acetylcholine receptor M3,CHRM3,P20309,antagonist
DB00363,Clozapine,target,Muscarinic acetylcholine receptor M4,CHRM4,P08173,partial agonist
DB00363,Clozapine,target,Muscarinic acetylcholine receptor M5,CHRM5,P08912,antagonist
DB00363,Clozapine,target,Neuron-specific vesicular protein calcyon,CALY,Q9NYX4,unknown
DB00363,Clozapine,target,Glutathione S-transferase P,GSTP1,P09211,
DB00363,Clozapine,target,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,Q9UBS5,positive modulator
DB00363,Clozapine,target,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,O75899,positive modulator
DB00363,Clozapine,target,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,P14867,antagonist
DB00363,Clozapine,target,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,P18505,antagonist
DB00363,Clozapine,target,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,Q8N1C3,antagonist
DB00363,Clozapine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00363,Clozapine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00363,Clozapine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00363,Clozapine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor; inducer
DB00363,Clozapine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00363,Clozapine,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,substrate
DB00363,Clozapine,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00363,Clozapine,enzyme,Flavin-containing monooxygenase 3,FMO3,P31513,substrate
DB00363,Clozapine,enzyme,UDP-glucuronosyltransferase 1A4,UGT1A4,P22310,substrate
DB00363,Clozapine,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inducer
DB00363,Clozapine,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB00363,Clozapine,carrier,Albumin,ALB,P02768,binder
DB00363,Clozapine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00363,Clozapine,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,substrate
DB00363,Clozapine,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,
DB00363,Clozapine,transporter,Solute carrier family 22 member 3,SLC22A3,O75751,substrate
DB00370,Mirtazapine,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00370,Mirtazapine,target,Alpha-2A adrenergic receptor,ADRA2A,P08913,antagonist
DB00370,Mirtazapine,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00370,Mirtazapine,target,Alpha-1 adrenergic receptors,ADRA1A,P35348,antagonist
DB00370,Mirtazapine,target,Kappa-type opioid receptor,OPRK1,P41145,agonist
DB00370,Mirtazapine,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00370,Mirtazapine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00370,Mirtazapine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00370,Mirtazapine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00370,Mirtazapine,transporter,Sodium-dependent serotonin transporter,SLC6A4,P31645,substrate; inhibitor
DB00373,Timolol,target,Beta-1 adrenergic receptor,ADRB1,P08588,antagonist
DB00373,Timolol,target,Beta-2 adrenergic receptor,ADRB2,P07550,antagonist
DB00373,Timolol,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00373,Timolol,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00373,Timolol,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00377,Palonosetron,target,5-hydroxytryptamine receptor 3A,HTR3A,P46098,antagonist
DB00377,Palonosetron,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00377,Palonosetron,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00377,Palonosetron,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00389,Carbimazole,target,Thyroid peroxidase,TPO,P07202,inhibitor
DB00389,Carbimazole,enzyme,Aromatase,CYP19A1,P11511,inhibitor
DB00390,Digoxin,target,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,P05023,inhibitor
DB00390,Digoxin,target,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,P54709,inhibitor
DB00390,Digoxin,target,Sodium/potassium-transporting ATPase subunit beta-2,ATP1B2,P14415,inhibitor
DB00390,Digoxin,target,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,P05026,inhibitor
DB00390,Digoxin,target,Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A3,P13637,inhibitor
DB00390,Digoxin,target,Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,P50993,inhibitor
DB00390,Digoxin,target,Solute carrier organic anion transporter family member 4C1,SLCO4C1,Q6ZQN7,modulator
DB00390,Digoxin,enzyme,"Cholesterol side-chain cleavage enzyme, mitochondrial",CYP11A1,P05108,inhibitor
DB00390,Digoxin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor; inducer
DB00390,Digoxin,transporter,Solute carrier organic anion transporter family member 4C1,SLCO4C1,Q6ZQN7,substrate
DB00390,Digoxin,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB00390,Digoxin,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,substrate
DB00390,Digoxin,transporter,Organic solute transporter subunit alpha,SLC51A,Q86UW1,substrate
DB00390,Digoxin,transporter,Organic solute transporter subunit beta,SLC51B,Q86UW2,substrate
DB00390,Digoxin,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,substrate; inhibitor
DB00395,Carisoprodol,target,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,P14867,activator; modulator
DB00395,Carisoprodol,target,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,P47870,modulator
DB00395,Carisoprodol,target,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,P18507,modulator
DB00395,Carisoprodol,target,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,P31644,modulator
DB00395,Carisoprodol,target,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,P34903,modulator
DB00395,Carisoprodol,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00412,Rosiglitazone,target,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,agonist
DB00412,Rosiglitazone,target,Retinoic acid receptor RXR-alpha,RXRA,P19793,inhibitor
DB00412,Rosiglitazone,target,Long-chain-fatty-acid--CoA ligase 4,ACSL4,O60488,inhibitor
DB00412,Rosiglitazone,enzyme,Prostaglandin G/H synthase 1,PTGS1,P23219,substrate
DB00412,Rosiglitazone,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00412,Rosiglitazone,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB00412,Rosiglitazone,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inducer
DB00412,Rosiglitazone,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inducer
DB00412,Rosiglitazone,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00412,Rosiglitazone,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inhibitor
DB00412,Rosiglitazone,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor
DB00412,Rosiglitazone,carrier,Albumin,ALB,P02768,substrate
DB00412,Rosiglitazone,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB00412,Rosiglitazone,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB00412,Rosiglitazone,transporter,Hepatic sodium/bile acid cotransporter,SLC10A1,Q14973,inhibitor
DB00421,Spironolactone,target,Mineralocorticoid receptor,NR3C2,P08235,antagonist
DB00421,Spironolactone,target,Glucocorticoid receptor,NR3C1,P04150,antagonist
DB00421,Spironolactone,target,Androgen receptor,AR,P10275,antagonist
DB00421,Spironolactone,target,Progesterone receptor,PGR,P06401,agonist
DB00421,Spironolactone,target,Estrogen receptor,ESR1,P03372,agonist
DB00421,Spironolactone,target,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,agonist
DB00421,Spironolactone,target,Voltage-dependent L-type calcium channel,CACNA1C,Q13936,inhibitor
DB00421,Spironolactone,enzyme,"Cytochrome P450 11B1, mitochondrial",CYP11B1,P15538,inducer
DB00421,Spironolactone,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,inhibitor
DB00421,Spironolactone,enzyme,"Cytochrome P450 11B2, mitochondrial",CYP11B2,P19099,inhibitor
DB00421,Spironolactone,carrier,Albumin,ALB,P02768,binder
DB00421,Spironolactone,carrier,alpha1-acid glycoprotein,ORM1,P02763,binder
DB00421,Spironolactone,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,inducer
DB00421,Spironolactone,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inducer
DB00421,Spironolactone,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,inhibitor
DB00421,Spironolactone,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB00422,Methylphenidate,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor
DB00422,Methylphenidate,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00422,Methylphenidate,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,agonist
DB00422,Methylphenidate,enzyme,Carboxylesterase,CES1A1a,Q6LAP9,substrate
DB00437,Allopurinol,target,Xanthine dehydrogenase/oxidase,XDH,P47989,inhibitor
DB00437,Allopurinol,enzyme,Aldehyde oxidase,AOX1,Q06278,substrate
DB00437,Allopurinol,enzyme,Xanthine dehydrogenase/oxidase,XDH,P47989,inhibitor
DB00437,Allopurinol,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00437,Allopurinol,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,substrate
DB00437,Allopurinol,transporter,Solute carrier family 22 member 7,SLC22A7,Q9Y694,substrate
DB00437,Allopurinol,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00437,Allopurinol,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,
DB00439,Cerivastatin,target,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,P04035,inhibitor
DB00439,Cerivastatin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor; inducer
DB00439,Cerivastatin,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00439,Cerivastatin,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00439,Cerivastatin,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inhibitor
DB00439,Cerivastatin,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB00439,Cerivastatin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB00439,Cerivastatin,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inducer
DB00439,Cerivastatin,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00439,Cerivastatin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00439,Cerivastatin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00439,Cerivastatin,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00439,Cerivastatin,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,substrate; inhibitor
DB00439,Cerivastatin,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB00441,Gemcitabine,target,Ribonucleoside-diphosphate reductase large subunit,RRM1,P23921,inhibitor
DB00441,Gemcitabine,target,Ribonucleoside-diphosphate reductase subunit M2,RRM2,P31350,inhibitor
DB00441,Gemcitabine,target,Thymidylate synthase,TYMS,P04818,inhibitor
DB00441,Gemcitabine,target,UMP-CMP kinase,CMPK1,P30085,inhibitor
DB00441,Gemcitabine,enzyme,"Thymidine kinase 2, mitochondrial",TK2,O00142,substrate
DB00441,Gemcitabine,enzyme,UMP-CMP kinase,CMPK1,P30085,substrate
DB00441,Gemcitabine,enzyme,Nucleoside diphosphate kinase A,NME1,P15531,substrate
DB00441,Gemcitabine,enzyme,Cytidine deaminase,CDA,P32320,substrate
DB00441,Gemcitabine,enzyme,Deoxycytidine kinase,DCK,P27707,substrate
DB00441,Gemcitabine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00441,Gemcitabine,transporter,ATP-binding cassette sub-family C member 10,ABCC10,Q5T3U5,substrate
DB00441,Gemcitabine,transporter,Equilibrative nucleoside transporter 1,SLC29A1,Q99808,substrate
DB00441,Gemcitabine,transporter,Sodium/nucleoside cotransporter 1,SLC28A1,O00337,
DB00441,Gemcitabine,transporter,Equilibrative nucleoside transporter 2,SLC29A2,Q14542,
DB00441,Gemcitabine,transporter,Solute carrier family 28 member 3,SLC28A3,Q9HAS3,substrate
DB00445,Epirubicin,target,DNA topoisomerase 2-beta,TOP2B,Q02880,modulator
DB00445,Epirubicin,target,DNA topoisomerase 2-alpha,TOP2A,P11388,inhibitor
DB00445,Epirubicin,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00445,Epirubicin,enzyme,Cytosolic phospholipase A2,PLA2G4A,P47712,inhibitor
DB00445,Epirubicin,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,substrate
DB00446,Chloramphenicol,target,Large ribosomal subunit protein uL16,rplP,P0ADY7,inhibitor
DB00446,Chloramphenicol,target,Dr hemagglutinin structural subunit,draA,P24093,antagonist
DB00446,Chloramphenicol,target,Complement decay-accelerating factor,CD55,P08174,other
DB00446,Chloramphenicol,enzyme,Chloramphenicol acetyltransferase 3,cat3,P00484,substrate
DB00446,Chloramphenicol,enzyme,Chloramphenicol acetyltransferase,cat,P26841,substrate
DB00446,Chloramphenicol,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB00446,Chloramphenicol,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor
DB00446,Chloramphenicol,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,inhibitor
DB00446,Chloramphenicol,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,inhibitor
DB00446,Chloramphenicol,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB00448,Lansoprazole,target,Potassium-transporting ATPase alpha chain 1,ATP4A,P20648,inhibitor
DB00448,Lansoprazole,target,Microtubule-associated protein tau,MAPT,P10636,binder
DB00448,Lansoprazole,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inducer
DB00448,Lansoprazole,enzyme,Cytochrome P450 1B1,CYP1B1,Q16678,inducer
DB00448,Lansoprazole,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00448,Lansoprazole,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor; inducer
DB00448,Lansoprazole,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00448,Lansoprazole,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB00448,Lansoprazole,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor; inducer
DB00448,Lansoprazole,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00448,Lansoprazole,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,inhibitor
DB00448,Lansoprazole,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00448,Lansoprazole,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,inhibitor
DB00448,Lansoprazole,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,
DB00448,Lansoprazole,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,
DB00448,Lansoprazole,transporter,Solute carrier family 22 member 3,SLC22A3,O75751,
DB00458,Imipramine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00458,Imipramine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00458,Imipramine,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00458,Imipramine,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00458,Imipramine,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00458,Imipramine,target,Alpha-1D adrenergic receptor,ADRA1D,P25100,antagonist
DB00458,Imipramine,target,Muscarinic acetylcholine receptor M1,CHRM1,P11229,antagonist
DB00458,Imipramine,target,Muscarinic acetylcholine receptor M2,CHRM2,P08172,antagonist
DB00458,Imipramine,target,Muscarinic acetylcholine receptor M3,CHRM3,P20309,antagonist
DB00458,Imipramine,target,Muscarinic acetylcholine receptor M4,CHRM4,P08173,antagonist
DB00458,Imipramine,target,Muscarinic acetylcholine receptor M5,CHRM5,P08912,antagonist
DB00458,Imipramine,target,A-type voltage-gated potassium channel KCND2,KCND2,Q9NZV8,inhibitor
DB00458,Imipramine,target,A-type voltage-gated potassium channel KCND3,KCND3,Q9UK17,inhibitor
DB00458,Imipramine,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00458,Imipramine,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00458,Imipramine,target,5-hydroxytryptamine receptor 7,HTR7,P34969,antagonist
DB00458,Imipramine,target,D(1) dopamine receptor,DRD1,P21728,binder
DB00458,Imipramine,target,D(2) dopamine receptor,DRD2,P14416,binder
DB00458,Imipramine,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB00458,Imipramine,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor
DB00458,Imipramine,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,activator
DB00458,Imipramine,target,5-hydroxytryptamine receptor 6,HTR6,P50406,binder
DB00458,Imipramine,target,Voltage-gated delayed rectifier potassium channel KCNH1,KCNH1,O95259,inhibitor
DB00458,Imipramine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00458,Imipramine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00458,Imipramine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate; inhibitor
DB00458,Imipramine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00458,Imipramine,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00458,Imipramine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB00458,Imipramine,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00458,Imipramine,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,inhibitor
DB00458,Imipramine,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB00458,Imipramine,carrier,Albumin,ALB,P02768,
DB00458,Imipramine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00458,Imipramine,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB00458,Imipramine,transporter,Solute carrier family 22 member 3,SLC22A3,O75751,inhibitor
DB00458,Imipramine,transporter,Solute carrier family 22 member 4,SLC22A4,Q9H015,inhibitor
DB00461,Nabumetone,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00461,Nabumetone,target,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00461,Nabumetone,enzyme,Myeloperoxidase,MPO,P05164,inhibitor
DB00461,Nabumetone,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00461,Nabumetone,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00461,Nabumetone,enzyme,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,substrate
DB00461,Nabumetone,enzyme,Aldo-keto reductase family 1 member C1,AKR1C1,Q04828,substrate
DB00461,Nabumetone,enzyme,Aldo-keto reductase family 1 member C2,AKR1C2,P52895,substrate
DB00461,Nabumetone,enzyme,Aldo-keto reductase family 1 member C4,AKR1C4,P17516,substrate
DB00461,Nabumetone,carrier,Albumin,ALB,P02768,
DB00468,Quinine,target,Platelet glycoprotein IX,GP9,P14770,other
DB00468,Quinine,target,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,O15554,inhibitor
DB00468,Quinine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor; inducer
DB00468,Quinine,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00468,Quinine,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inhibitor; inducer
DB00468,Quinine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00468,Quinine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00468,Quinine,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inhibitor
DB00468,Quinine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00468,Quinine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00468,Quinine,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00468,Quinine,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00468,Quinine,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB00468,Quinine,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,substrate; inhibitor
DB00468,Quinine,transporter,Organic cation/carnitine transporter 2,SLC22A5,O76082,inhibitor
DB00468,Quinine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00468,Quinine,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,inhibitor
DB00468,Quinine,transporter,Solute carrier family 22 member 4,SLC22A4,Q9H015,inhibitor
DB00468,Quinine,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB00469,Tenoxicam,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00469,Tenoxicam,target,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00469,Tenoxicam,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00469,Tenoxicam,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,inhibitor
DB00470,Dronabinol,target,Cannabinoid receptor 1,CNR1,P21554,agonist
DB00470,Dronabinol,target,Cannabinoid receptor 2,CNR2,P34972,agonist
DB00470,Dronabinol,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inhibitor; inducer
DB00470,Dronabinol,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 1B1,CYP1B1,Q16678,inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor; inducer
DB00470,Dronabinol,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 2J2,CYP2J2,P51589,substrate; inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,inhibitor
DB00470,Dronabinol,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,inhibitor
DB00470,Dronabinol,enzyme,Liver carboxylesterase 1,CES1,P23141,inhibitor
DB00470,Dronabinol,enzyme,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00470,Dronabinol,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00470,Dronabinol,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,P35503,substrate
DB00470,Dronabinol,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate
DB00470,Dronabinol,enzyme,UDP-glucuronosyltransferase 1A10,UGT1A10,Q9HAW8,substrate
DB00470,Dronabinol,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,inhibitor
DB00470,Dronabinol,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00470,Dronabinol,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,inhibitor
DB00472,Fluoxetine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00472,Fluoxetine,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00472,Fluoxetine,target,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,Q15822,antagonist
DB00472,Fluoxetine,target,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,P32297,antagonist
DB00472,Fluoxetine,target,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,P30926,antagonist
DB00472,Fluoxetine,target,Cyclin-dependent kinases regulatory subunit 1,CKS1B,P61024,inhibitor
DB00472,Fluoxetine,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB00472,Fluoxetine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB00472,Fluoxetine,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00472,Fluoxetine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor
DB00472,Fluoxetine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00472,Fluoxetine,enzyme,Cytochrome P450,CYP2B,Q14097,inducer
DB00472,Fluoxetine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate; inhibitor
DB00472,Fluoxetine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00472,Fluoxetine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00472,Fluoxetine,carrier,Albumin,ALB,P02768,substrate
DB00472,Fluoxetine,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,substrate
DB00472,Fluoxetine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00476,Duloxetine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00476,Duloxetine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00476,Duloxetine,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor
DB00476,Duloxetine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00476,Duloxetine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00476,Duloxetine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor
DB00476,Duloxetine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate; inhibitor
DB00476,Duloxetine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00476,Duloxetine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB00476,Duloxetine,carrier,Albumin,ALB,P02768,ligand
