drugbank_id,drug_name,relationship_type,target_name,gene_name,uniprot_id,action
DB01072,Atazanavir,carrier,alpha1-acid glycoprotein,ORM1,P02763,binder
DB01072,Atazanavir,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor; inducer
DB01072,Atazanavir,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,substrate; inhibitor
DB01072,Atazanavir,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB01072,Atazanavir,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Q9NPD5,inhibitor
DB01072,Atazanavir,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB01072,Atazanavir,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,inhibitor
DB01076,Atorvastatin,target,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,P04035,inhibitor
DB01076,Atorvastatin,target,Dipeptidyl peptidase 4,DPP4,P27487,inhibitor
DB01076,Atorvastatin,target,Aryl hydrocarbon receptor,AHR,P35869,agonist
DB01076,Atorvastatin,target,Histone deacetylase 2,HDAC2,Q92769,inhibitor
DB01076,Atorvastatin,target,Nuclear receptor subfamily 1 group I member 3,NR1I3,Q14994,ligand
DB01076,Atorvastatin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB01076,Atorvastatin,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB01076,Atorvastatin,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB01076,Atorvastatin,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inhibitor
DB01076,Atorvastatin,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB01076,Atorvastatin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB01076,Atorvastatin,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB01076,Atorvastatin,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inducer
DB01076,Atorvastatin,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB01076,Atorvastatin,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,P35503,substrate
DB01076,Atorvastatin,carrier,Albumin,ALB,P02768,binder
DB01076,Atorvastatin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB01076,Atorvastatin,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,substrate
DB01076,Atorvastatin,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,substrate; inhibitor
DB01076,Atorvastatin,transporter,ATP-binding cassette sub-family C member 4,ABCC4,O15439,substrate
DB01076,Atorvastatin,transporter,ATP-binding cassette sub-family C member 5,ABCC5,O15440,substrate
DB01076,Atorvastatin,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,substrate
DB01076,Atorvastatin,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,substrate
DB01076,Atorvastatin,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Q9NPD5,substrate
DB01076,Atorvastatin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB01076,Atorvastatin,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB01082,Streptomycin,target,Small ribosomal subunit protein uS12,rpsL,P0A7S3,inhibitor
DB01082,Streptomycin,target,Protein-arginine deiminase type-4,PADI4,Q9UM07,inhibitor
DB01087,Primaquine,target,"Keratin, type II cytoskeletal 7",KRT7,P08729,other/unknown
DB01087,Primaquine,target,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,P16083,inhibitor
DB01087,Primaquine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB01087,Primaquine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate; inducer
DB01087,Primaquine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB01087,Primaquine,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inducer
DB01087,Primaquine,enzyme,Cytochrome P450 1B1,CYP1B1,Q16678,inducer
DB01087,Primaquine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB01095,Fluvastatin,target,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,P04035,inhibitor
DB01095,Fluvastatin,target,Histone deacetylase 2,HDAC2,Q92769,inhibitor
DB01095,Fluvastatin,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,substrate; inducer
DB01095,Fluvastatin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB01095,Fluvastatin,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB01095,Fluvastatin,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inhibitor
DB01095,Fluvastatin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor
DB01095,Fluvastatin,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB01095,Fluvastatin,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB01095,Fluvastatin,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB01095,Fluvastatin,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,P35503,substrate
DB01095,Fluvastatin,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB01095,Fluvastatin,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inducer
DB01095,Fluvastatin,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,substrate; inhibitor
DB01095,Fluvastatin,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Q9NPD5,substrate
DB01095,Fluvastatin,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,
DB01095,Fluvastatin,transporter,Solute carrier family 15 member 1,SLC15A1,P46059,substrate; inhibitor
DB01095,Fluvastatin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB01098,Rosuvastatin,target,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,P04035,inhibitor
DB01098,Rosuvastatin,target,Integrin alpha-L,ITGAL,P20701,inhibitory allosteric modulator
DB01098,Rosuvastatin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB01098,Rosuvastatin,carrier,Albumin,ALB,P02768,substrate
DB01098,Rosuvastatin,transporter,ATP-binding cassette sub-family C member 4,ABCC4,O15439,substrate
DB01098,Rosuvastatin,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,
DB01098,Rosuvastatin,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,substrate; inhibitor
DB01098,Rosuvastatin,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Q9NPD5,
DB01098,Rosuvastatin,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,
DB01098,Rosuvastatin,transporter,Cystine/glutamate transporter,SLC7A11,Q9UPY5,
DB01098,Rosuvastatin,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB01098,Rosuvastatin,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB01098,Rosuvastatin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB01098,Rosuvastatin,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,substrate; inhibitor
DB01098,Rosuvastatin,transporter,Hepatic sodium/bile acid cotransporter,SLC10A1,Q14973,
DB01100,Pimozide,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB01100,Pimozide,target,D(3) dopamine receptor,DRD3,P35462,antagonist
DB01100,Pimozide,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB01100,Pimozide,target,Calmodulin,CALM1,P0DP23,inhibitor
DB01100,Pimozide,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB01100,Pimozide,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB01100,Pimozide,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB01100,Pimozide,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB01100,Pimozide,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB01100,Pimozide,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB01101,Capecitabine,target,Thymidylate synthase,TYMS,P04818,inhibitor
DB01101,Capecitabine,target,Thymidylate synthase,TMP1,P12461,inhibitor
DB01101,Capecitabine,enzyme,Thymidine phosphorylase,TYMP,P19971,substrate
DB01101,Capecitabine,enzyme,Liver carboxylesterase 1,CES1,P23141,substrate
DB01101,Capecitabine,enzyme,Cytidine deaminase,CDA,P32320,substrate
DB01101,Capecitabine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor; downregulator
DB01101,Capecitabine,enzyme,Uridine phosphorylase 1,UPP1,Q16831,substrate
DB01101,Capecitabine,enzyme,Uridine phosphorylase 2,UPP2,O95045,substrate
DB01101,Capecitabine,carrier,Albumin,ALB,P02768,binder
DB01103,Quinacrine,target,85/88 kDa calcium-independent phospholipase A2,PLA2G6,O60733,inhibitor
DB01103,Quinacrine,target,Cytosolic phospholipase A2,PLA2G4A,P47712,inhibitor
DB01103,Quinacrine,target,Inactive phospholipase C-like protein 1,PLCL1,Q15111,inhibitor
DB01103,Quinacrine,target,Phospholipase A2,PLA2G1B,P04054,inhibitor
DB01103,Quinacrine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB01103,Quinacrine,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB01103,Quinacrine,enzyme,Histamine N-methyltransferase,HNMT,P50135,inhibitor
DB01103,Quinacrine,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB01103,Quinacrine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB01104,Sertraline,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor; binder; downregulator
DB01104,Sertraline,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor; binder
DB01104,Sertraline,target,Sigma receptor,PGRMC1,O00264,inhibitor; binder
DB01104,Sertraline,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor; downregulator
DB01104,Sertraline,target,Equilibrative nucleoside transporter 4,SLC29A4,Q7RTT9,inhibitor
DB01104,Sertraline,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB01104,Sertraline,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB01104,Sertraline,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB01104,Sertraline,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor
DB01104,Sertraline,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate; inhibitor
DB01104,Sertraline,enzyme,Amine oxidase [flavin-containing] B,MAOB,P27338,substrate
DB01104,Sertraline,enzyme,Amine oxidase [flavin-containing] A,MAOA,P21397,substrate
DB01104,Sertraline,enzyme,Cytochrome P450,CYP2B,Q14097,inducer
DB01104,Sertraline,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB01104,Sertraline,carrier,Albumin,ALB,P02768,binder
DB01104,Sertraline,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB01120,Gliclazide,target,ATP-binding cassette sub-family C member 8,ABCC8,Q09428,binder
DB01120,Gliclazide,target,"Vascular endothelial growth factor A, long form",VEGFA,P15692,other/unknown
DB01120,Gliclazide,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB01120,Gliclazide,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB01120,Gliclazide,carrier,Albumin,ALB,P02768,
DB01124,Tolbutamide,target,ATP-binding cassette sub-family C member 8,ABCC8,Q09428,inhibitor
DB01124,Tolbutamide,target,ATP-binding cassette sub-family C member 9,ABCC9,O60706,blocker
DB01124,Tolbutamide,target,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,P48048,inhibitor
DB01124,Tolbutamide,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB01124,Tolbutamide,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inhibitor
DB01124,Tolbutamide,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB01124,Tolbutamide,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB01124,Tolbutamide,carrier,Albumin,ALB,P02768,
DB01124,Tolbutamide,transporter,Solute carrier family 15 member 1,SLC15A1,P46059,inhibitor
DB01124,Tolbutamide,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,inhibitor
DB01124,Tolbutamide,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB01124,Tolbutamide,transporter,Solute carrier family 15 member 2,SLC15A2,Q16348,inhibitor
DB01124,Tolbutamide,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,substrate
DB01129,Rabeprazole,target,Potassium-transporting ATPase alpha chain 1,ATP4A,P20648,inhibitor
DB01129,Rabeprazole,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inducer
DB01129,Rabeprazole,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor; inducer
DB01129,Rabeprazole,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB01129,Rabeprazole,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB01129,Rabeprazole,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,inhibitor
DB01129,Rabeprazole,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB01129,Rabeprazole,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB01129,Rabeprazole,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,inhibitor
DB01136,Carvedilol,target,Beta-1 adrenergic receptor,ADRB1,P08588,antagonist
DB01136,Carvedilol,target,Beta-2 adrenergic receptor,ADRB2,P07550,antagonist
DB01136,Carvedilol,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB01136,Carvedilol,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB01136,Carvedilol,target,Alpha-1D adrenergic receptor,ADRA1D,P25100,antagonist
DB01136,Carvedilol,target,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUFC2,O95298,inhibitor
DB01136,Carvedilol,target,"Vascular endothelial growth factor A, long form",VEGFA,P15692,inhibitor
DB01136,Carvedilol,target,Natriuretic peptides B,NPPB,P16860,other
DB01136,Carvedilol,target,Gap junction alpha-1 protein,GJA1,P17302,other
DB01136,Carvedilol,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB01136,Carvedilol,target,Vascular cell adhesion protein 1,VCAM1,P19320,inhibitor
DB01136,Carvedilol,target,Alpha-2C adrenergic receptor,ADRA2C,P18825,antagonist
DB01136,Carvedilol,target,Alpha-2B adrenergic receptor,ADRA2B,P18089,antagonist
DB01136,Carvedilol,target,Alpha-2A adrenergic receptor,ADRA2A,P08913,antagonist
DB01136,Carvedilol,target,E-selectin,SELE,P16581,inhibitor
DB01136,Carvedilol,target,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,modulator
DB01136,Carvedilol,target,Inward rectifier potassium channel 4,KCNJ4,P48050,inhibitor
DB01136,Carvedilol,target,Inward rectifier potassium channel 2,KCNJ2,P63252,inhibitor
DB01136,Carvedilol,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB01136,Carvedilol,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB01136,Carvedilol,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,substrate
DB01136,Carvedilol,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB01136,Carvedilol,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB01136,Carvedilol,enzyme,UDP-glucuronosyltransferase 2B4,UGT2B4,P06133,substrate
DB01136,Carvedilol,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB01136,Carvedilol,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB01136,Carvedilol,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB01136,Carvedilol,enzyme,Xanthine dehydrogenase/oxidase,XDH,P47989,inhibitor
DB01136,Carvedilol,carrier,Albumin,ALB,P02768,binder
DB01136,Carvedilol,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB01137,Levofloxacin,target,DNA gyrase subunit A,gyrA,P43700,inhibitor
DB01137,Levofloxacin,target,DNA topoisomerase 4 subunit A,parC,P43702,inhibitor
DB01137,Levofloxacin,target,DNA gyrase subunit B,gyrB,P0A0K8,modulator
DB01137,Levofloxacin,target,DNA gyrase subunit A,gyrA,P20831,modulator
DB01137,Levofloxacin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB01137,Levofloxacin,carrier,Albumin,ALB,P02768,substrate
DB01137,Levofloxacin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB01137,Levofloxacin,transporter,Multidrug and toxin extrusion protein 1,SLC47A1,Q96FL8,substrate; inhibitor
DB01137,Levofloxacin,transporter,Multidrug and toxin extrusion protein 2,SLC47A2,Q86VL8,inhibitor
DB01137,Levofloxacin,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,inhibitor
DB01137,Levofloxacin,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB01137,Levofloxacin,transporter,Solute carrier family 22 member 4,SLC22A4,Q9H015,inhibitor
DB01137,Levofloxacin,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,substrate
DB01137,Levofloxacin,transporter,Solute carrier organic anion transporter family member 4C1,SLCO4C1,Q6ZQN7,inhibitor
DB01142,Doxepin,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB01142,Doxepin,target,Histamine H2 receptor,HRH2,P25021,antagonist
DB01142,Doxepin,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB01142,Doxepin,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB01142,Doxepin,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB01142,Doxepin,target,5-hydroxytryptamine receptor 2B,HTR2B,P41595,antagonist
DB01142,Doxepin,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB01142,Doxepin,target,Muscarinic acetylcholine receptor M1,CHRM1,P11229,antagonist
DB01142,Doxepin,target,Muscarinic acetylcholine receptor M2,CHRM2,P08172,antagonist
DB01142,Doxepin,target,Muscarinic acetylcholine receptor M3,CHRM3,P20309,antagonist
DB01142,Doxepin,target,Muscarinic acetylcholine receptor M4,CHRM4,P08173,antagonist
DB01142,Doxepin,target,Muscarinic acetylcholine receptor M5,CHRM5,P08912,antagonist
DB01142,Doxepin,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB01142,Doxepin,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB01142,Doxepin,target,Alpha-1D adrenergic receptor,ADRA1D,P25100,antagonist
DB01142,Doxepin,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,antagonist
DB01142,Doxepin,target,5-hydroxytryptamine receptor 6,HTR6,P50406,binder
DB01142,Doxepin,target,Histamine H4 receptor,HRH4,Q9H3N8,binder
DB01142,Doxepin,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB01142,Doxepin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB01142,Doxepin,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB01142,Doxepin,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB01142,Doxepin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB01142,Doxepin,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB01142,Doxepin,carrier,Albumin,ALB,P02768,binder
DB01142,Doxepin,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB01142,Doxepin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB01151,Desipramine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB01151,Desipramine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB01151,Desipramine,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB01151,Desipramine,target,Beta-2 adrenergic receptor,ADRB2,P07550,antagonist
DB01151,Desipramine,target,Beta-1 adrenergic receptor,ADRB1,P08588,other
DB01151,Desipramine,target,Sphingomyelin phosphodiesterase,SMPD1,P17405,inhibitor
DB01151,Desipramine,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB01151,Desipramine,target,Alpha-1 adrenergic receptors,ADRA1A,P35348,antagonist
DB01151,Desipramine,target,Muscarinic acetylcholine receptor M1,CHRM1,P11229,antagonist
DB01151,Desipramine,target,Muscarinic acetylcholine receptor M2,CHRM2,P08172,antagonist
DB01151,Desipramine,target,Muscarinic acetylcholine receptor M3,CHRM3,P20309,antagonist
DB01151,Desipramine,target,Muscarinic acetylcholine receptor M4,CHRM4,P08173,antagonist
DB01151,Desipramine,target,Muscarinic acetylcholine receptor M5,CHRM5,P08912,antagonist
DB01151,Desipramine,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,binder
DB01151,Desipramine,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,binder
DB01151,Desipramine,target,D(2) dopamine receptor,DRD2,P14416,binder
DB01151,Desipramine,target,Alpha-2 adrenergic receptors,ADRA2A,P08913,binder
DB01151,Desipramine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB01151,Desipramine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,product of
DB01151,Desipramine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor
DB01151,Desipramine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB01151,Desipramine,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,inhibitor
DB01151,Desipramine,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB01151,Desipramine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB01151,Desipramine,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,inhibitor
DB01151,Desipramine,transporter,Solute carrier family 22 member 3,SLC22A3,O75751,inhibitor
DB01151,Desipramine,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB01151,Desipramine,transporter,Organic cation/carnitine transporter 2,SLC22A5,O76082,inhibitor
DB01151,Desipramine,transporter,Solute carrier family 22 member 4,SLC22A4,Q9H015,inhibitor
DB01156,Bupropion,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor
DB01156,Bupropion,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB01156,Bupropion,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB01156,Bupropion,target,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,P32297,antagonist
DB01156,Bupropion,target,5-hydroxytryptamine receptor 3A,HTR3A,P46098,negative modulator
DB01156,Bupropion,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB01156,Bupropion,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB01156,Bupropion,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB01156,Bupropion,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB01156,Bupropion,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,antagonist
DB01156,Bupropion,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB01159,Halothane,target,Potassium channel subfamily K member 3,KCNK3,O14649,binder
DB01159,Halothane,target,Potassium channel subfamily K member 9,KCNK9,Q9NPC2,binder
DB01159,Halothane,target,GABA(A) Receptor,GABRA1,P14867,positive allosteric modulator
DB01159,Halothane,target,Plasma membrane calcium-transporting ATPase,ATP2B1,P20020,inhibitor
DB01159,Halothane,target,Calcium-activated potassium channel subunit alpha-1,KCNMA1,Q12791,inhibitor
DB01159,Halothane,target,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,Q8TCU5,antagonist
DB01159,Halothane,target,"Glutamate receptor ionotropic, NMDA 3B",GRIN3B,O60391,antagonist
DB01159,Halothane,target,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,Q12879,antagonist
DB01159,Halothane,target,Glycine receptor subunit alpha-1,GLRA1,P23415,allosteric modulator
DB01159,Halothane,target,Rhodopsin,RHO,P08100,other
DB01159,Halothane,target,G protein-activated inward rectifier potassium channel 2,KCNJ6,P48051,inhibitor
DB01159,Halothane,target,G protein-activated inward rectifier potassium channel 1,KCNJ3,P48549,inhibitor
DB01159,Halothane,target,NADH-ubiquinone oxidoreductase chain 1,MT-ND1,P03886,inhibitor
DB01159,Halothane,target,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,O15554,inhibitor
DB01159,Halothane,target,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,P14867,other/unknown
DB01159,Halothane,target,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GNG2,P59768,other/unknown
DB01159,Halothane,target,Neuropeptide S receptor,NPSR1,Q6W5P4,other/unknown
DB01159,Halothane,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB01159,Halothane,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB01159,Halothane,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,substrate
DB01159,Halothane,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB01159,Halothane,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB01159,Halothane,carrier,Albumin,ALB,P02768,
DB01165,Ofloxacin,target,DNA gyrase subunit A,gyrA,P43700,inhibitor
DB01165,Ofloxacin,target,DNA topoisomerase 4 subunit A,parC,P43702,inhibitor
DB01165,Ofloxacin,target,DNA topoisomerase 2-alpha,TOP2A,P11388,inhibitor
DB01165,Ofloxacin,target,DNA gyrase subunit B,gyrB,P0A0K8,modulator
DB01165,Ofloxacin,target,DNA gyrase subunit A,gyrA,P20831,modulator
DB01165,Ofloxacin,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB01165,Ofloxacin,transporter,Organic cation/carnitine transporter 2,SLC22A5,O76082,inhibitor
DB01165,Ofloxacin,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,inhibitor
DB01165,Ofloxacin,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB01165,Ofloxacin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,inhibitor
DB01165,Ofloxacin,transporter,Solute carrier family 22 member 4,SLC22A4,Q9H015,inhibitor
DB01165,Ofloxacin,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB01172,Kanamycin,target,Small ribosomal subunit protein uS12,rpsL,P0A7S3,inhibitor
DB01172,Kanamycin,enzyme,Aminoglycoside 2'-N-acetyltransferase,aac,P9WQG9,substrate
DB01172,Kanamycin,enzyme,Aminoglycoside nucleotidyltransferase (4'),knt,P05057,substrate
